Lambda,Nseeds,RMSE_mean,RMSE_std,ISE_mean,ISE_std,ISE_CVaR,ISE_worst,Overshoot_mean,Overshoot_std,TimeInBand_mean,TimeInBand_std,Settling_mean_h,MaxAmplitude_mean,EFEnergy_mean_h
0.6,5,6.26597001409601,0.642562887575483,3167.40753850587,622.141056894311,3788.35447401493,3788.35447401493,2.59257288541077,1.25041248579356,30.2505172741259,5.37668566210433,31.4478444444444,0.0195243847409965,0.00211032810876308
0,5,6.30617673725765,0.741377331219413,3216.59855107849,733.183188389307,4093.14576664278,4093.14576664278,2.94518228388063,1.85123540712603,28.5763859109771,7.47348261305404,40.8996333333333,0.0198216342068223,0.00208906752198259
